A1_playerId,A1_actionId,C_actionId,B1_actionId,phase,n_context,p_b_given_a_context_mean,p_b_given_a_context_std,p_win_given_abc_mean,p_win_given_abc_std,p_win_given_abc_min,p_win_given_abc_max
0,1,3,5,receive,3,0.11544526341882937,0.008079137417625613,0.4413624784578811,0.011062931147782213,0.431160654129453,0.45312150828848474
0,1,3,6,receive,3,0.24072524228533557,0.016212895679398813,0.4409291260903199,0.011061166912116591,0.43072899247418656,0.4526863220932778
0,1,3,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.4415130671603206,0.011063541089107187,0.43131065819418224,0.45327273091683346
0,1,3,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.45786259659999723,0.012563809652741386,0.4435049523362761,0.4668422106097948
0,1,3,9,receive,3,0.006862855939596064,0.0005806729076219227,0.4499102458244862,0.011650534362940619,0.4381890881252635,0.4614888485971434
0,1,3,10,receive,3,0.015340881224420672,0.0003704217341776509,0.49338624543155296,0.011744920797926103,0.48181219362326405,0.5052948853470379
0,1,3,11,receive,3,0.006338186301024747,0.00021096208131260628,0.49564837583040644,0.011743809315484851,0.48379204119800223,0.5072763285857114
0,1,3,12,receive,3,0.05524512179591092,0.0003255306154370572,0.47776581716043304,0.011726032309980382,0.465929933443213,0.48937882058227816
0,1,3,13,receive,3,0.23473776754565978,0.011140849995292844,0.4998353884678935,0.013584193241001765,0.48414979504016503,0.5077220614153952
0,1,3,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.6025489673474755,0.023768419171236208,0.5784469522017418,0.6259691173389994
0,1,4,1,receive,3,0.09177555089746699,0.005574347933334154,0.4247896923608028,0.02297507717392578,0.4014711659680414,0.4474051828412632
0,1,4,2,receive,3,0.21136217280550249,0.026599212386192558,0.43260046320540324,0.011341394254229094,0.4233666158354132,0.4452597292538305
0,1,4,3,receive,3,0.010190925947393204,0.003458525669615003,0.43310857924600316,0.011143618749452638,0.4233666158354132,0.4452597292538305
0,1,4,4,receive,3,0.002808884585411104,0.00019969421343065186,0.4387017836471787,0.011168504613154542,0.42893723762021424,0.4508796530008872
0,1,4,5,receive,3,0.11544526341882937,0.008079137417625613,0.4409336624873261,0.011177806527073472,0.431160654129453,0.45312150828848474
0,1,4,6,receive,3,0.24072524228533557,0.016212895679398813,0.4405003824889409,0.011176028735233734,0.43072899247418656,0.4526863220932778
0,1,4,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.441084226162717,0.011178421146455444,0.43131065819418224,0.45327273091683346
0,1,4,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.45743063453303723,0.012306086765427058,0.4435049523362761,0.4668422106097948
0,1,4,9,receive,3,0.006862855939596064,0.0005806729076219227,0.4494798686229882,0.011666471933609705,0.4381890881252635,0.4614888485971434
0,1,4,10,receive,3,0.015340881224420672,0.0003704217341776509,0.492952453353598,0.011787413467809033,0.48181219362326405,0.5052948853470379
0,1,4,11,receive,3,0.006338186301024747,0.00021096208131260628,0.49251100390919783,0.011754058229560058,0.48109002629888414,0.5045719917248596
0,1,4,12,receive,3,0.05524512179591092,0.0003255306154370572,0.4773326465160143,0.011737679010466039,0.465929933443213,0.48937882058227816
0,1,4,13,receive,3,0.23473776754565978,0.011140849995292844,0.4994015858377557,0.01322237050500524,0.48414979504016503,0.5076343089481203
0,1,4,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.6021366942509297,0.023162063032948325,0.5784469522017418,0.6247322980493618
0,1,5,1,receive,3,0.09177555089746699,0.005574347933334154,0.4038413850444142,0.003133657222777402,0.4011981983951255,0.4073030673491319
0,1,5,2,receive,3,0.21136217280550249,0.026599212386192558,0.41167314975224345,0.015069392990161419,0.40092350943921956,0.42889788678388097
0,1,5,3,receive,3,0.010190925947393204,0.003458525669615003,0.40750230642903934,0.015034083363729673,0.3967785324977541,0.42468680592705355
0,1,5,4,receive,3,0.002808884585411104,0.00019969421343065186,0.42867554795344714,0.015195415255032015,0.4178332297173546,0.44604382999809505
0,1,5,5,receive,3,0.11544526341882937,0.008079137417625613,0.43089759304033914,0.015209768484937141,0.4200446711968484,0.44828221531572493
0,1,5,6,receive,3,0.24072524228533557,0.016212895679398813,0.4304260558090767,0.015206763369094562,0.4195753550859043,0.447807257145217
0,1,5,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.43100735323141537,0.015210464839028513,0.4201539166207475,0.44839276820164486
0,1,5,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.4398929517497501,0.02115627007347671,0.426179149846495,0.46425803625766343
0,1,5,9,receive,3,0.006862855939596064,0.0005806729076219227,0.43197584470390415,0.016603458932659236,0.4209031128644718,0.4510665754459761
0,1,5,10,receive,3,0.015340881224420672,0.0003704217341776509,0.4758906018476534,0.01582280158238685,0.46524782988061486,0.49407315432410004
0,1,5,11,receive,3,0.006338186301024747,0.00021096208131260628,0.47474077926619257,0.016304635473586866,0.4638189619878994,0.4934823719401029
0,1,5,12,receive,3,0.05524512179591092,0.0003255306154370572,0.4596071098050542,0.016260563606296845,0.4487167554775791,0.47829826997349767
0,1,5,13,receive,3,0.23473776754565978,0.011140849995292844,0.4802585151125331,0.022918938316483936,0.46550503800393295,0.5066623112023352
0,1,5,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.5833573868420503,0.03603518808395881,0.5619862753416937,0.6249620544031422
0,1,6,1,receive,3,0.09177555089746699,0.005574347933334154,0.40289971884994086,0.0038460710241009547,0.4001978908055652,0.4073030673491319
0,1,6,2,receive,3,0.21136217280550249,0.026599212386192558,0.41073276997839986,0.01612655513209414,0.3981023701176889,0.42889788678388097
0,1,6,3,receive,3,0.010190925947393204,0.003458525669615003,0.4065645479355244,0.016088218230240592,0.393965257017209,0.42468680592705355
0,1,6,4,receive,3,0.002808884585411104,0.00019969421343065186,0.42772559078460315,0.016263674690750688,0.4149833582108227,0.44604382999809505
0,1,6,5,receive,3,0.11544526341882937,0.008079137417625613,0.4299465153391653,0.016279331055672423,0.4171914380933267,0.44828221531572493
0,1,6,6,receive,3,0.24072524228533557,0.016212895679398813,0.4294752133656367,0.01627605224206261,0.4167228277555842,0.447807257145217
0,1,6,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.4300562209645007,0.016280090899278808,0.41730051982000343,0.44839276820164486
